100,0.600000
0.000000,0.000000
0.832174,0.389990
0.521777,0.393406
0.256612,0.218750
0.225257,0.226810
0.576767,0.372292
0.665067,0.398961
0.536815,0.356691
0.468026,0.363493
0.436929,0.311185
0.396885,0.290090
0.229088,0.222913
0.143566,0.171290
0.701470,0.410727
0.425987,0.301970
0.712972,0.400647
0.776547,0.392197
0.180455,0.243863
0.898462,0.360060
0.680347,0.390594
0.242080,0.204666
0.422105,0.309826
0.252641,0.218198
0.689617,0.399753
0.511147,0.396472
0.786116,0.427782
0.814341,0.425260
0.061087,0.181532
0.130687,0.152380
0.637949,0.389936
0.244475,0.192104
0.685999,0.387157
0.454009,0.362641
0.497674,0.364288
0.476005,0.371126
0.535271,0.359118
0.844143,0.410092
0.241890,0.228135
0.887249,0.347750
0.312735,0.232594
0.184246,0.165325
0.436247,0.328859
0.519056,0.355503
0.758246,0.406424
0.692418,0.394631
0.253847,0.225783
0.069944,0.178936
0.596610,0.378457
0.852238,0.319690
0.494225,0.356113
0.000000,0.500000
0.005866,0.234481
0.506550,0.370473
0.295767,0.244794
0.733528,0.405207
0.145312,0.171361
0.821203,0.423746
0.472766,0.369770
0.099385,0.181991
0.516592,0.389965
0.080242,0.192839
0.192995,0.172930
0.282464,0.271032
0.285348,0.250325
0.443593,0.353811
0.694786,0.400265
0.906006,0.379728
0.898120,0.397708
0.613309,0.389888
0.434640,0.312273
0.241180,0.241146
0.867138,0.348521
0.238994,0.229677
0.837544,0.410323
0.750081,0.380922
0.308727,0.217149
0.228415,0.198929
0.849585,0.318326
0.152094,0.157634
0.144053,0.152776
0.233750,0.234701
0.979445,0.259319
0.861644,0.404027
0.342718,0.251995
0.203382,0.187345
0.266840,0.232922
0.231771,0.231188
0.360077,0.266613
0.251097,0.201709
0.443546,0.328153
0.315817,0.234736
0.823715,0.370319
0.843051,0.397366
0.024901,0.209715
0.871999,0.351632
0.230010,0.229053
0.197937,0.174405
0.713845,0.404621
0.470825,0.355973
0.163667,0.161265
0.010000,0.000000
0.222164,0.186498
0.241889,0.201513
0.873211,0.341274
0.462417,0.336363
0.479660,0.383437
0.217110,0.216294
0.270504,0.222375
0.512620,0.390185
0.471025,0.373037
0.648645,0.393094
0.486167,0.355879
0.647627,0.396151
0.600958,0.387951
0.836700,0.402671
0.210930,0.176657
0.395162,0.283502
0.838193,0.367368
0.799427,0.397403
0.438051,0.348436
0.666298,0.387895
0.242589,0.242990
0.440104,0.311537
0.563478,0.374116
0.212280,0.180800
0.797558,0.415875
0.763461,0.388962
0.810432,0.426047
0.242889,0.233708
0.387626,0.285798
0.863432,0.354250
0.670000,0.388146
0.269334,0.220014
0.448512,0.358189
0.468409,0.351735
0.483564,0.386367
0.247608,0.204232
0.239718,0.227431
0.295741,0.255253
0.087169,0.176076
0.282805,0.209482
0.297663,0.215438
0.737835,0.388921
0.204303,0.180475
0.910914,0.309035
0.477807,0.382271
0.537565,0.419256
0.891148,0.384259
0.195864,0.172769
0.262406,0.212901
0.870623,0.340726
0.308340,0.236754
0.709506,0.408490
0.257530,0.215586
0.974373,0.317810
0.220441,0.221690
0.465343,0.333102
0.857398,0.403342
0.900917,0.344924
0.916616,0.293300
0.230781,0.185296
0.331038,0.327797
0.916292,0.345769
0.238767,0.195002
0.530250,0.382352
0.281581,0.218630
0.248179,0.202337
0.492989,0.374970
0.360183,0.265478
0.239447,0.209209
0.085860,0.173773
0.241860,0.242120
0.390930,0.296474
0.870857,0.410624
0.487437,0.357263
0.833949,0.412375
0.761111,0.426311
0.503506,0.362214
0.195223,0.169635
0.511099,0.354530
0.924158,0.343528
0.319258,0.238617
0.343623,0.347831
0.884474,0.377999
0.767678,0.380980
0.505894,0.349110
0.242268,0.213683
0.193271,0.171749
0.394166,0.285134
0.467398,0.371354
0.536583,0.391012
0.244910,0.195300
0.251332,0.203080
0.558304,0.408677
0.088194,0.276778
0.454352,0.362843
0.844801,0.413807
0.293000,0.247930
0.077590,0.170558
0.219011,0.203052
0.020000,0.000000
0.689286,0.521629
0.915183,0.361209
0.417956,0.306640
0.269594,0.234793
0.596765,0.378783
0.239220,0.204592
0.824813,0.368876
0.027160,0.214005
0.466597,0.368375
0.410130,0.292514
0.513302,0.383462
0.244784,0.232877
0.375005,0.273238
0.257805,0.229675
0.176279,0.161593
0.209466,0.203901
0.502218,0.374795
0.245206,0.197672
0.721624,0.397932
0.281474,0.267359
0.251549,0.234503
0.408582,0.303233
0.564124,0.441251
0.754749,0.380515
0.420814,0.302176
0.748026,0.416232
0.141741,0.152262
0.415755,0.322436
0.371718,0.270007
0.240636,0.226011
0.831203,0.419218
0.828108,0.367565
0.822436,0.371934
0.889031,0.400571
0.874308,0.325518
0.483189,0.356958
0.303654,0.250084
0.465933,0.342737
0.216159,0.199454
0.777545,0.426780
0.874720,0.409653
0.134861,0.163016
0.102726,0.179260
0.243630,0.221702
0.934908,0.359587
0.817457,0.380619
0.846428,0.320212
0.306082,0.295662
0.258785,0.239773
0.988114,0.238858
0.843904,0.397504
0.915360,0.297393
0.173790,0.163728
0.289038,0.242827
0.895469,0.361883
0.386215,0.280502
0.195698,0.172609
0.521684,0.388924
0.703909,0.397465
0.472687,0.322525
0.053401,0.188909
0.226281,0.227751
0.950533,0.328486
0.683571,0.395325
0.255495,0.241215
0.710196,0.409228
0.221659,0.180943
0.203068,0.185109
0.245939,0.195808
0.490635,0.367047
0.890683,0.360097
0.199175,0.171948
0.223285,0.184710
0.427985,0.371817
0.366148,0.270294
0.657471,0.389329
0.842052,0.367054
0.535397,0.356040
0.186590,0.171046
0.398277,0.291103
0.513133,0.378887
0.271962,0.219824
0.839160,0.414254
0.069205,0.179964
0.428400,0.311934
0.163976,0.169827
0.535815,0.404425
0.763555,0.382995
0.516081,0.390904
0.068232,0.290189
0.900300,0.306828
0.510949,0.379988
0.326271,0.240856
0.755042,0.405837
0.293136,0.246954
0.158546,0.155457
0.961782,0.322086
0.790645,0.391405
0.261890,0.222765
0.030000,0.000000
0.368883,0.278093
0.241213,0.223686
0.475363,0.349887
0.443743,0.315032
0.448026,0.350728
0.232572,0.218868
0.555100,0.421115
0.226779,0.226343
0.244564,0.195563
0.039581,0.199885
0.380947,0.275201
0.491985,0.345357
0.204335,0.194989
0.663740,0.400441
0.293480,0.249426
0.299346,0.226114
0.070813,0.184473
0.042957,0.202413
0.206743,0.198049
0.414567,0.313647
0.262186,0.211347
0.762058,0.405840
0.538819,0.367120
0.174147,0.160643
0.461211,0.367226
0.631270,0.388817
0.637458,0.388225
0.433343,0.370246
0.322617,0.244831
0.489625,0.359765
0.659812,0.401244
0.809795,0.372811
0.963003,0.327179
0.113980,0.160940
0.540419,0.387983
0.461806,0.343404
0.765060,0.394217
0.240365,0.234283
0.932645,0.332420
0.570489,0.387976
0.926025,0.337476
0.193378,0.173965
0.642364,0.393511
